"ACTION","REWARD","A0","A1","A2","A3","V"
"1","-1","-0.0419482","0.0212519","0.00957022","-0.119427"
"1","-1","-0.0734122","0.0400615","0.0156525","-0.319572"
"2","-1","-0.104136","0.0616415","0.0219601","-0.512536"
"0","-1","-0.13377","0.0841616","0.0287008","-0.687602"
"1","-1","-0.161034","0.106061","0.0351848","-0.846712"
"1","-1","-0.1867","0.126875","0.042453","-0.970516"
"1","-1","-0.212641","0.146526","0.0521451","-1.01259"
"2","-1","-0.2321","0.160643","0.0608974","-0.995977"
"1","-1","-0.248249","0.170378","0.0704878","-0.889603"
"1","-1","-0.254819","0.172394","0.0776769","-0.71481"
"1","-1","-0.252612","0.167332","0.0822217","-0.479536"
"0","-1","-0.243617","0.155929","0.0853439","-0.179426"
"2","-1","-0.226084","0.137886","0.0854955","0.161825"
"2","-1","-0.201548","0.114141","0.0832386","0.542376"
"2","-1","-0.17232","0.0860002","0.0797599","0.964005"
"1","-1","-0.137762","0.0535123","0.0743575","1.41605"
"2","-1","-0.0954421","0.0164137","0.0650441","1.8743"
"1","-1","-0.0478184","-0.0237235","0.0528557","2.32289"
"2","-1","0.00522486","-0.0660091","0.0364854","2.70995"
"1","-1","0.0578126","-0.106585","0.0184929","3.03426"
"2","-1","0.112444","-0.145473","-0.00449721","3.22966"
"2","-1","0.157004","-0.176185","-0.0247679","3.3406"
"1","-1","0.193389","-0.199523","-0.0435539","3.34344"
"0","-1","0.216551","-0.212935","-0.0576254","3.27177"
"1","-1","0.234277","-0.219727","-0.0729911","3.08713"
"0","-1","0.257214","-0.222021","-0.0990158","2.60926"
"1","-1","0.248178","-0.20256","-0.111744","2.02916"
"1","-1","0.232745","-0.172362","-0.128531","1.1589"
"0","-1","0.186353","-0.118759","-0.13508","0.121088"
"1","-1","0.124859","-0.0480801","-0.141913","-1.20467"
"2","-1","0.0369345","0.0464609","-0.142443","-2.78219"
"1","-1","-0.0950637","0.171872","-0.124332","-4.4026"
"2","-1","-0.249598","0.31524","-0.0967944","-6.07704"
"1","-1","-0.420044","0.472221","-0.0624986","-7.75907"
"1","-1","-0.611871","0.640124","-0.0103827","-9.15805"
"0","-1","-0.799561","0.800872","0.0466203","-10.2893"
"0","-1","-0.972487","0.945934","0.104321","-11.1111"
"2","-1","-1.12615","1.06999","0.161568","-11.5695"
"1","-1","-1.24953","1.16412","0.215072","-11.645"
"1","-1","-1.34254","1.22564","0.264923","-11.3025"
"2","-1","-1.39784","1.24843","0.308884","-10.5501"
"2","-1","-1.41306","1.2303","0.345631","-9.41078"
"1","-1","-1.38563","1.1714","0.372125","-7.90973"
"0","-1","-1.31671","1.07431","0.387453","-6.09447"
"2","-1","-1.20949","0.943365","0.391022","-4.02094"
"2","-1","-1.06227","0.78098","0.380814","-1.78003"
"0","-1","-0.881686","0.595496","0.356547","0.547157"
"2","-1","-0.6713","0.393458","0.317184","2.87682"
"1","-1","-0.43906","0.183519","0.263767","5.13043"
"1","-1","-0.195643","-0.0250311","0.199349","7.24476"
"2","-1","0.0548859","-0.227488","0.124694","9.16046"
"0","-1","0.307248","-0.419477","0.0417874","10.8274"
"0","-1","0.552409","-0.595057","-0.0459809","12.2181"
"0","-1","0.779795","-0.748726","-0.134135","13.3221"
"1","-1","0.985563","-0.879208","-0.220556","14.1339"
"1","-1","1.16452","-0.984878","-0.301868","14.6583"
"0","-1","1.31564","-1.06685","-0.376797","14.8982"
"0","-1","1.43639","-1.12518","-0.443305","14.8594"
"0","-1","1.5264","-1.1615","-0.499715","14.5271"
"0","-1","1.5802","-1.17245","-0.545884","13.9226"
"0","-1","1.59419","-1.15796","-0.578319","13.0693"
"1","-1","1.57041","-1.11938","-0.597254","11.9861"
"0","-1","1.51914","-1.06143","-0.607184","10.6267"
"2","-1","1.43974","-0.981996","-0.611873","8.94523"
"0","-1","1.32623","-0.876849","-0.610049","6.91397"
"2","-1","1.21358","-0.753168","-0.633304","4.11719"
"1","-1","1.07491","-0.587156","-0.674558","0.206484"
"0","-1","0.829447","-0.328834","-0.693302","-4.6722"
"2","-1","0.47085","0.0368729","-0.68931","-10.4902"
"1","-1","0.0133906","0.517431","-0.673914","-17.3045"
"1","-1","-0.529408","1.12628","-0.660945","-25.2117"
"1","-1","-1.19371","1.88945","-0.620947","-33.4327"
"1","-1","-1.9334","2.77804","-0.571444","-41.6159"
"1","-1","-2.7129","3.75552","-0.523664","-49.3321"
"2","-1","-3.52271","4.75907","-0.452732","-55.4477"
"1","-1","-4.28595","5.68775","-0.380213","-60.0556"
"2","-1","-4.95963","6.48477","-0.315797","-63.2865"
"1","-1","-5.53016","7.12003","-0.252067","-65.1468"
"0","-1","-5.98762","7.58339","-0.184949","-65.874"
"2","-1","-6.33651","7.85123","-0.0874711","-64.8786"
"2","-1","-6.56169","7.93536","0.027276","-62.958"
"1","-1","-6.66728","7.8469","0.161925","-59.7162"
"1","-1","-6.65522","7.60252","0.309465","-55.4189"
"1","-1","-6.52344","7.21748","0.461225","-50.0068"
"1","-1","-6.27286","6.6938","0.615119","-43.1595"
"1","-1","-5.89842","6.05136","0.751047","-35.3611"
"2","-1","-5.39478","5.30617","0.851873","-26.6875"
"1","-1","-4.76323","4.47335","0.900609","-17.4764"
"1","-1","-4.02149","3.58219","0.885716","-8.20265"
"0","-1","-3.19239","2.66847","0.798663","0.54946"
"2","-1","-2.30363","1.77226","0.636666","8.26662"
"0","-1","-1.39296","0.935043","0.413237","14.6634"
"0","-1","-0.498333","0.188662","0.1481","19.6902"
"2","-1","0.343021","-0.446636","-0.137042","23.4676"
"2","-1","1.10912","-0.967648","-0.427063","26.1776"
"0","-1","1.78253","-1.37996","-0.704859","27.9993"
"0","-1","2.35396","-1.69441","-0.957117","29.0798"
"0","-1","2.81375","-1.91972","-1.17317","29.5416"
"0","-1","3.16554","-2.07064","-1.34872","29.4665"
"2","-1","3.41225","-2.15791","-1.48247","28.9176"
"2","-1","3.56229","-2.19386","-1.57454","27.9279"
"1","-1","3.62325","-2.18728","-1.62681","26.5152"
"0","-1","3.59929","-2.14152","-1.64262","24.6945"
"1","-1","3.49891","-2.0612","-1.62641","22.4671"
"2","-1","3.32677","-1.94584","-1.58325","19.8378"
"0","-1","3.09104","-1.79621","-1.51844","16.8028"
"2","-1","2.79773","-1.61065","-1.43655","13.3583"
"0","-1","2.44992","-1.38429","-1.34139","9.50998"
"0","-1","2.05488","-1.11471","-1.2371","5.2643"
"1","-1","1.61379","-0.796113","-1.12547","0.652894"
"2","-1","1.13865","-0.429227","-1.01005","-4.29068"
"1","-1","0.624467","-0.0061093","-0.890558","-9.46951"
"0","-1","0.0846396","0.468222","-0.768383","-14.7644"
"0","-1","-0.471854","0.987391","-0.643912","-20.0119"
"2","-1","-1.03653","1.54057","-0.516221","-25.0003"
"1","-1","-1.5974","2.10939","-0.384869","-29.4838"
"1","-1","-2.13839","2.66705","-0.249956","-33.2144"
"0","-1","-2.64129","3.18184","-0.112458","-35.9731"
"2","-1","-3.08375","3.61946","0.0254886","-37.6091"
"0","-1","-3.44983","3.95293","0.16212","-38.0417"
"1","-1","-3.72875","4.16459","0.29572","-37.2211"
"1","-1","-3.90389","4.24048","0.422429","-35.1799"
"0","-1","-3.96775","4.17867","0.538471","-31.9817"
"2","-1","-3.91502","3.98374","0.638427","-27.7385"
"1","-1","-3.74852","3.66867","0.716679","-22.5889"
"0","-1","-3.47099","3.24917","0.76564","-16.7402"
"2","-1","-3.0826","2.74173","0.775948","-10.4922"
"0","-1","-2.60373","2.17681","0.744596","-4.16003"
"0","-1","-2.05563","1.58567","0.669063","1.93059"
"1","-1","-1.45473","0.993997","0.54863","7.48265"
"0","-1","-0.826749","0.429553","0.389346","12.3013"
"0","-1","-0.196076","-0.0872873","0.199842","16.294"
"0","-1","0.410533","-0.540336","-0.00748287","19.4632"
"1","-1","0.975231","-0.924363","-0.221884","21.8597"
"1","-1","1.48382","-1.23915","-0.432624","23.5579"
"2","-1","1.91676","-1.48165","-0.626959","24.6489"
"1","-1","2.27593","-1.66286","-0.800922","25.2004"
"1","-1","2.55854","-1.78859","-0.949517","25.2734"
"0","1000","2.76426","-1.86525","-1.06941","24.9149"
